gene	logFC	logCPM	F	PValue	FDR
AC129492.1	5.07709810171571	0.0405704290023128	53.7351858187211	1.80419158479472e-05	0.00157011408591773
NFIB	-4.31492161292513	5.36663513179692	77.8633660401117	1.86518562403711e-05	0.0016007494940239
COL2A1	4.52117456396597	1.75423685463903	65.3778216425811	1.87046608469947e-05	0.0016007494940239
POMC	4.90386412000603	2.22464724159175	66.1817531371226	1.87414681718648e-05	0.0016007494940239
CNN3	-3.41925558411353	5.59522726523961	77.7236290539468	1.87760243092845e-05	0.0016007494940239
AKR7A3	-5.67465838676998	7.70326922594617	77.618375833617	1.88704691484122e-05	0.0016007494940239
ARID3A	4.27006689239393	5.64360632643109	77.4689000116127	1.91492408589784e-05	0.0016008766137513
FKBP5	-7.28642506226608	6.32596368002331	77.3052071577682	1.91917484241296e-05	0.0016008766137513
FAM20A	6.77270649948256	0.984421440539239	54.1868422966258	1.93411035767471e-05	0.0016008766137513
FXYD5	4.76954382166954	4.8478271182074	77.4853895283708	1.94083183007019e-05	0.0016008766137513
KNG1	5.75807670850731	-0.117800355508289	56.0175714407244	1.94094032853422e-05	0.0016008766137513
ACP5	3.63027397550361	5.00269678255871	77.1322366572958	1.94438455111494e-05	0.0016008766137513
COL17A1	-3.8502267007697	3.91718258568287	76.7560031392818	1.96882616730229e-05	0.00161072675192024
ICAM4	4.63475577261726	-0.947409689241088	55.9864131703521	1.97552816679906e-05	0.00161072675192024
ARHGAP44	-4.09113941179619	2.21601907146272	76.670489326101	1.99710656985419e-05	0.00162045420035126
CYP2W1	7.93250257870368	7.6554280947042	76.2292985224649	2.06868893149723e-05	0.00166609762823381
CAMK1	2.39509460024996	4.0848070359796	75.8098296280894	2.07319840617329e-05	0.00166609762823381
TCEA2	3.59781812404775	3.16434790055312	75.4063217974635	2.15518492121391e-05	0.00171930185258683
TLCD2	-4.80143103605844	4.50230911411447	74.8750545587034	2.15987551140641e-05	0.00171930185258683
KNDC1	8.24619657346151	1.26015836296847	60.2411935144418	2.17773697788147e-05	0.0017253429377593
MMP28	-4.903511576884	3.72047689274085	74.5257079164624	2.20263072993289e-05	0.00173491860190375
TCEAL4	2.43152774311429	5.63372163981387	74.4034910602123	2.21048214341154e-05	0.00173491860190375
PTPRN	4.76190597466257	-0.658228491614377	53.1948958316419	2.23376916519998e-05	0.00174504125110227
AC064807.2	4.34060022714969	1.72669142250538	63.7725923298179	2.27153353742316e-05	0.0017663276525259
FAM69B	3.90536697447442	-0.264617397613755	50.7107765049454	2.30548240756537e-05	0.00178446463214138
AGT	5.43352404100784	5.40076945863336	73.9287852176646	2.31820297195151e-05	0.00178607968426136
MAGED2	2.24903036952544	5.82921285254077	72.8302759279182	2.39299335972106e-05	0.00183357426758421
KANK4	4.57515949695263	-0.234656857383306	50.5262552878001	2.40168098873854e-05	0.00183357426758421
