gene	T273_b16_Adr_PCW18	T318_b16_Adr_PCW21	T390_b16_Adr_PCW13	T40_b16_Adr_PCW17
PLK1	5	9	0	12
PLK2	140	323	47	73
PLK3	24	20	4	13
PLK4	24	47	3	48
PLK5	34	54	3	14
PLLP	32	67	8	29
PLN	24	19	0	8
PLOD1	86	226	23	128
PLOD2	323	583	22	212
PLOD3	183	260	8	101
PLP1	3	3	5	6
PLP2	77	145	2	49
PLPBP	67	103	6	85
PLPP1	870	1348	162	975
PLPP2	0	5	0	0
PLPP3	1021	3527	214	717
PLPP4	71	58	25	69
PLPP5	49	71	7	42
PLPP6	1	3	0	4
PLPP7	168	396	12	130
PLPPR1	173	193	12	215
PLPPR2	35	55	4	24
PLPPR3	6	8	0	7
PLPPR4	15	23	21	58
PLPPR5	95	149	22	104
PLPPR5-AS1	105	141	10	82
PLRG1	176	219	23	146
PLS1	150	223	12	170
PLS1-AS1	4	2	0	4
PLS3	638	605	48	545
PLS3-AS1	106	70	2	76
PLSCR1	119	182	30	126
PLSCR2	37	65	4	34
PLSCR4	93	146	35	324
PLSCR5	13	18	1	15
PLTP	112	135	6	69
PLUT	39	61	4	39
PLVAP	43	75	36	78
PLXDC1	30	53	5	30
PLXDC2	4635	11584	635	10083
PLXDC2-AS1	10	35	0	16
PLXNA1	115	234	10	98
PLXNA2	2889	8983	142	693
PLXNA3	96	150	14	56
PLXNA4	472	255	372	719
PLXNA4-AS1	1	0	2	5
PLXNB1	23	26	17	14
PLXNB2	34	111	31	93
PLXNB3	1	7	3	11
PLXNB3-AS1	20	51	3	21
PLXNC1	224	319	68	459
PLXNC1-AS1	7	11	0	10
PLXND1	175	539	43	210
PM20D1	7	5	3	8
PM20D1-AS1	34	37	75	30
PM20D2	39	75	6	72
PMAIP1	4	8	0	9
PMAR72	0	2	0	0
PMEL	14	26	4	13
PMEPA1	30	133	24	60
PMF1-BGLAP	2	6	1	14
PMFBP1	38	62	3	45
PMIS2	0	0	0	2
PML	72	129	17	101
PMM1	59	165	3	55
PMM2	725	1148	26	510
PMM2-AS1	5	4	0	6
PMP2	2	0	0	0
PMP22	85	132	30	107
PMPCA	127	223	11	120
PMPCB	335	509	36	325
PMS1	392	544	67	496
PMS2	97	150	13	133
PMVK	33	63	3	44
PNCK	6	9	2	9
PNISR	1821	3363	258	2169
PNISR-AS1	84	118	8	121
PNKD	100	217	14	151
PNKP	259	526	22	352
PNLDC1	4	20	2	3
PNLIP	10	10	1	5
PNLIPRP1	3	5	0	4
PNLIPRP2	7	5	0	2
PNLIPRP3	37	52	3	27
PNMA1	11	12	1	9
PNMA2	5	3	1	11
PNMA3	29	30	9	49
PNMA8A	10	18	3	21
PNMA8B	15	59	1	45
PNMA8C	0	0	0	0
PNMT	0	0	0	4
PNN	641	1204	87	919
PNN-AS1	0	2	0	0
PNO1	86	173	6	69
PNOC	15	25	3	16
PNP	15	32	0	5
PNPLA1	29	60	4	49
PNPLA2	92	76	6	114
PNPLA3	37	23	4	25
PNPLA4	26	28	1	60
PNPLA5	1	3	0	0
PNPLA6	81	164	13	134
PNPLA7	274	551	23	322
PNPLA8	1227	1942	57	419
PNPO	4	4	0	2
PNPT1	377	581	28	346
PNRC1	133	293	17	117
PNRC2	71	61	6	74
POC1A	60	119	7	48
POC1B	237	226	34	186
POC1B-AS1	46	41	5	67
POC5	280	183	16	263
PODN	3	5	2	2
PODNL1	6	10	0	4
PODXL	42	47	13	34
PODXL2	19	18	11	27
POF1B	12	20	3	22
POFUT1	133	92	16	139
POFUT2	258	641	13	170
POGK	80	168	12	92
POGLUT1	162	223	28	135
POGLUT2	25	14	3	30
POGLUT3	34	39	5	58
POGZ	1414	2383	196	1815
POLA1	626	1127	110	733
POLB	121	162	15	162
POLD1	38	80	7	50
POLD2	69	93	8	79
POLD3	191	331	34	232
POLD4	3	0	0	0
POLDIP2	45	89	8	56
POLDIP3	3	3	0	3
POLE	69	143	36	135
POLE2	81	123	11	132
POLE3	10	11	6	19
POLE4	22	54	3	45
POLG	128	187	8	140
POLG2	320	354	41	308
POLH	311	743	29	255
POLH-AS1	6	8	2	2
POLI	236	287	46	312
POLK	1359	2242	130	1106
POLK-AS1	0	2	0	0
POLL	81	101	14	88
POLM	59	71	6	62
POLN	9	4	0	7
POLQ	109	187	17	229
POLR1A	492	650	33	395
POLR1B	209	237	9	181
POLR1C	171	349	16	164
POLR1D	279	349	33	373
POLR1E	121	278	11	97
POLR1F	39	118	3	49
POLR1G	8	9	0	16
POLR1H	8	23	5	11
POLR2A	577	2841	74	464
POLR2B	523	877	51	482
POLR2C	53	63	3	67
POLR2D	134	127	15	129
POLR2E	31	83	6	46
POLR2F	114	163	17	123
POLR2G	25	34	3	28
POLR2H	76	166	17	83
POLR2I	12	5	0	2
POLR2J	9	39	4	18
POLR2J4	8	9	2	13
POLR2K	20	17	0	13
POLR2L	14	11	3	18
POLR2M	76	61	11	43
POLR3A	313	443	40	273
POLR3B	466	485	24	369
POLR3C	216	214	8	154
POLR3D	50	115	10	56
POLR3E	486	1105	28	285
POLR3F	139	95	13	109
POLR3G	21	118	16	38
POLR3GL	3	8	0	3
POLR3H	144	112	3	82
POLR3K	29	30	3	21
POLRMT	98	92	11	94
POM121	869	1690	68	581
POM121C	542	1197	48	524
POM121L2	8	10	0	7
POMC	2	5	0	12
POMGNT1	51	150	9	94
POMGNT2	30	74	9	38
POMK	144	189	9	156
POMP	286	345	14	200
POMT1	127	246	8	115
POMT2	295	404	12	287
POMZP3	122	142	17	125
PON1	11	19	1	13
PON2	1172	1747	67	809
PON3	34	39	15	56
POP1	396	464	13	161
POP4	16	32	2	30
POP5	29	40	2	34
POP7	5	2	0	0
POPDC2	10	9	3	14
POPDC3	5	5	2	3
POR	6789	15712	206	2153
PORCN	24	240	4	19
PORCN-DT	3	1	2	1
POSTN	127	160	43	302
POT1	426	630	66	446
POT1-AS1	569	987	78	545
POTEA	14	18	1	20
POTEB3	6	8	0	2
POTEC	8	16	0	6
POTEF	10	11	1	5
POTEG	6	20	1	9
POTEH	2	4	0	3
POTEI	8	13	0	9
POTEJ	11	20	3	9
POTEM	4	3	0	2
POU1F1	5	6	0	3
POU2AF1	19	39	1	17
POU2F1	562	966	108	880
POU2F2	87	114	35	114
POU2F3	25	65	4	44
POU2F3-AS1	2	3	0	6
POU3F1	2	4	1	3
POU3F2	2	0	0	0
POU3F4	8	4	0	4
POU4F1	0	4	0	0
POU5F1	6	14	0	1
POU5F1B	2	0	0	1
POU6F1	48	104	15	74
POU6F2	121	194	12	123
POU6F2-AS2	14	25	1	13
PP2D1	55	59	2	17
PP7080	4	11	0	4
PPA1	304	3584	33	225
PPA2	627	1072	69	941
PPARA	669	1805	55	662
PPARD	645	1051	46	359
PPARG	167	288	55	195
PPARGC1A	309	919	29	148
PPARGC1A-AS1	0	1	0	0
PPARGC1B	104	253	22	147
PPAT	141	312	13	132
PPCDC	367	777	46	422
PPCS	52	72	14	86
PPDPF	7	4	0	0
PPDPFL	1	0	0	1
PPEF1	80	122	11	87
PPEF1-AS1	9	15	1	14
PPEF2	17	29	0	12
PPFIA1	951	1441	72	683
PPFIA2	141	192	86	188
PPFIA2-AS1	5	6	1	9
PPFIA2-AS2	68	120	6	74
PPFIA3	28	56	7	56
PPFIA4	15	101	10	23
PPFIBP1	2105	2674	158	1083
PPFIBP2	147	238	30	173
PPHLN1	1596	2123	102	1002
PPIA	178	352	21	165
PPIB	175	147	5	91
PPIC	3	6	0	4
PPIC-AS1	2	5	2	9
PPID	158	225	9	145
PPIE	135	111	16	83
PPIF	108	145	5	72
PPIG	754	1638	70	684
PPIH	77	143	18	141
PPIL1	44	56	3	46
PPIL2	219	303	19	201
PPIL3	122	154	13	115
PPIL4	402	736	29	323
PPIL6	54	85	2	82
PPIP5K1	124	111	34	94
PPIP5K2	1033	1247	94	993
PPL	53	89	5	50
PPM1A	468	516	75	374
PPM1B	0	0	0	2
PPM1D	285	368	47	260
PPM1E	2225	3441	359	4227
PPM1F	114	132	27	163
PPM1F-AS1	24	26	3	21
PPM1G	191	596	13	130
PPM1H	245	427	26	183
PPM1K	135	155	21	223
PPM1K-DT	55	82	3	49
PPM1L	885	798	100	590
PPM1L-DT	2	0	3	2
PPM1M	7	2	0	2
PPM1N	6	16	2	10
PPME1	471	785	40	377
PPOX	39	67	8	60
PPP1CA	85	131	7	80
PPP1CB	989	2482	81	566
PPP1CB-DT	49	75	5	102
PPP1CC	245	300	20	197
PPP1R10	449	602	55	434
PPP1R11	11	20	4	22
PPP1R12A	2037	2203	212	1509
PPP1R12A-AS1	14	27	3	23
PPP1R12A-AS2	48	62	6	43
PPP1R12B	1266	1293	149	1048
PPP1R12C	190	308	23	159
PPP1R13B	1457	2978	185	3015
PPP1R13B-DT	9	18	0	10
PPP1R13L	126	183	11	106
PPP1R14A	4	8	2	28
PPP1R14B	2	11	2	1
PPP1R14C	57	101	7	53
PPP1R14D	8	17	1	8
PPP1R15A	72	76	7	14
PPP1R15B	114	186	18	105
PPP1R15B-AS1	30	68	3	30
PPP1R16A	29	43	1	67
PPP1R16B	137	256	89	201
PPP1R17	1	5	0	3
PPP1R18	11	13	12	21
PPP1R1A	2	1	1	14
PPP1R1B	3	3	3	2
PPP1R1C	45	74	2	38
PPP1R2	135	197	12	178
PPP1R21	472	955	88	445
PPP1R26	16	43	1	33
PPP1R26-AS1	26	69	11	96
PPP1R27	5	1	0	0
PPP1R32	6	14	0	12
PPP1R35	22	27	1	16
PPP1R35-AS1	18	26	1	8
PPP1R36	36	50	4	23
PPP1R3A	35	51	3	24
PPP1R3B	22	32	10	35
PPP1R3B-AS1	1	0	0	2
PPP1R3B-DT	82	151	14	84
PPP1R3C	8	14	2	11
PPP1R3D	3	1	0	6
PPP1R3E	18	39	5	23
PPP1R3F	39	36	10	41
PPP1R3G	4	5	0	7
PPP1R42	59	102	7	62
PPP1R7	89	98	8	119
PPP1R8	116	120	14	114
PPP1R9A	5943	9413	551	6772
PPP1R9A-AS1	150	215	12	151
PPP1R9B	29	149	5	43
PPP2CA-DT	0	0	0	1
PPP2CB	315	685	43	331
PPP2R1A	4933	6793	139	812
PPP2R1A-AS1	130	89	2	12
PPP2R1B	262	680	24	168
PPP2R2A	1696	3128	116	1075
PPP2R2B	286	439	57	307
PPP2R2B-AS2	7	9	0	9
PPP2R2C	44	142	18	51
PPP2R2D	1343	2740	88	863
PPP2R3A	1535	1399	76	1191
PPP2R3C	711	839	72	494
PPP2R5A	284	362	37	445
PPP2R5B	25	51	9	40
PPP2R5C	1279	3559	146	1205
PPP2R5D	56	110	13	82
PPP2R5E	1372	1662	160	1087
PPP3CA	6852	8353	361	4848
PPP3CB	621	895	151	956
PPP3CB-AS1	64	72	5	70
PPP3CC	449	764	56	468
PPP3R1-AS1	73	81	6	53
PPP4C	95	151	5	51
PPP4R1	428	678	97	515
PPP4R1-AS1	3	8	2	7
PPP4R2	1142	2067	122	894
PPP4R3A	858	1548	108	801
PPP4R3B	590	810	76	794
PPP4R3B-DT	5	4	0	8
PPP4R4	92	487	23	201
PPP5C	412	569	29	411
PPP5C-AS1	30	63	5	75
PPP6C	401	510	41	336
PPP6R1	254	550	12	279
PPP6R2	1315	2211	118	1342
PPP6R3	3340	6420	286	2730
PPRC1	210	570	12	133
PPT1	48	65	6	64
PPT2	3	17	0	3
PPT2-EGFL8	11	20	0	19
PPTC7	415	510	24	274
PPWD1	419	445	38	455
PQBP1	85	111	5	56
PRADC1	4	5	1	8
PRADX	0	7	0	1
PRAG1	61	125	23	66
PRAM1	26	47	6	41
PRAME	6	20	0	15
PRAMEF11	0	1	0	0
PRAMEF14	0	3	0	4
PRAMEF20	3	7	0	3
PRAMEF6	2	5	0	2
PRANCR	175	198	43	469
PRB1	0	0	0	2
PRB2	10	12	0	6
PRB3	9	0	0	0
PRB4	3	6	0	2
PRC1	0	3	0	2
PRC1-AS1	18	21	5	25
PRCC	250	357	28	277
PRCD	10	19	16	27
PRCP	291	885	59	249
PRDM1	47	55	6	34
PRDM10	291	324	38	291
PRDM10-DT	0	0	0	2
PRDM11	189	234	28	212
PRDM12	5	11	2	6
PRDM13	0	0	0	2
PRDM14	64	97	7	58
PRDM15	93	187	11	129
PRDM16	84	146	17	71
PRDM16-DT	2	3	2	4
PRDM2	796	1255	87	688
PRDM4	314	421	25	176
PRDM4-AS1	25	37	4	16
PRDM5	202	538	45	763
PRDM6	21	46	6	21
PRDM6-AS1	3	2	0	6
PRDM7	9	16	1	10
PRDM8	6	5	2	5
PRDM8-AS1	0	4	0	0
PRDM9	25	36	4	21
PRDX1	115	217	8	65
PRDX3	228	176	10	198
PRDX4	113	112	8	77
PRDX5	54	58	0	47
PRDX6	151	231	6	103
PRDX6-AS1	87	149	28	146
PREB	31	22	1	37
PRECSIT	2	3	0	2
PRELID1	17	33	1	8
PRELID2	1538	4383	151	2904
PRELID3A	54	65	17	41
PRELID3B	54	104	3	52
PRELP	7	7	0	7
PREP	387	503	41	339
PREPL	633	1290	49	505
PREX1	397	510	57	636
PREX2	211	320	60	197
PRF1	0	2	0	0
PRG4	3	2	0	3
PRH1	52	48	22	244
PRH2	0	7	1	5
PRICKLE1	241	330	79	320
PRICKLE1-AS1	2	2	0	2
PRICKLE2	646	1780	141	1019
PRICKLE2-AS1	15	29	2	17
PRICKLE2-AS3	5	13	2	14
PRICKLE2-DT	4	5	0	5
PRICKLE3	40	71	3	43
PRIM1	17	51	3	59
PRIM2	395	688	109	750
PRIMA1	22	33	23	36
PRIMPOL	129	182	42	283
PRKAA1	473	497	41	419
PRKAA1-DT	0	0	0	0
PRKAA2	214	216	9	131
PRKAB1	90	150	7	100
PRKAB1-AS1	231	382	65	276
PRKAB2	328	223	12	200
PRKACA	500	1039	39	408
PRKACB	623	1169	129	936
PRKACB-DT	6	7	0	3
PRKAG2	213	389	59	279
PRKAG2-AS1	0	0	0	0
PRKAG3	3	5	0	3
PRKAR1A	569	914	48	426
PRKAR1B	239	302	72	261
PRKAR1B-AS1	3	0	0	0
PRKAR2A	707	1068	74	597
PRKAR2A-AS1	2	1	0	7
PRKAR2B	4539	10082	172	2064
PRKAR2B-AS1	153	257	10	86
PRKCA	14099	15113	330	5213
PRKCA-AS1	56	53	2	27
PRKCB	181	270	35	460
PRKCD	170	314	7	223
PRKCE	730	1386	297	974
PRKCG	19	15	2	9
PRKCH	1059	3838	105	1139
PRKCH-AS1	35	56	4	34
PRKCH-AS2	0	2	0	3
PRKCI	446	645	52	361
PRKCQ	68	157	14	71
PRKCQ-AS1	34	49	3	30
PRKCSH	78	197	6	91
PRKCZ	133	758	43	245
PRKCZ-AS1	4	6	3	0
PRKD1	1548	3477	225	5799
PRKD2	137	189	23	167
PRKD3	586	1241	62	529
PRKD3-DT	2	3	0	1
PRKDC	1806	2407	141	1384
PRKG1	7054	9401	423	2782
PRKG1-AS1	17	31	2	14
PRKG2	45	52	21	85
PRKG2-AS1	16	27	2	19
PRKN	3238	6004	235	2722
PRKRA	265	388	21	239
PRKRIP1	904	1821	102	994
PRKX	128	171	22	110
PRKX-AS1	9	7	1	5
PRLHR	0	2	0	0
PRLR	88	110	21	114
PRMT1	129	236	10	128
PRMT2	573	966	80	565
PRMT3	631	920	64	544
PRMT5	89	111	3	69
PRMT5-AS1	6	7	0	3
PRMT5-DT	32	60	4	30
PRMT6	4	6	0	22
PRMT7	211	283	29	305
PRMT8	35	37	5	20
PRMT9	399	4178	56	344
PRND	1	4	0	0
PRNP	17	151	4	25
PRNT	0	2	0	0
PROB1	6	25	1	8
PROC	0	6	0	2
PROCA1	14	25	2	22
PROCR	56	108	12	57
PRODH2	1	3	0	4
PROK2	12	14	1	11
PROM1	37	66	7	28
PROM2	3	11	1	8
PROP1	0	3	0	0
PRORP	0	2	0	1
PRORY	8	8	0	11
PROS1	87	124	30	139
PROSER1	152	148	24	147
PROSER2	40	66	7	30
PROSER2-AS1	19	32	2	9
PROSER3	126	177	10	174
PROX1	584	1222	75	561
PROX1-AS1	177	337	31	349
PROX2	18	24	4	8
PROZ	1	4	1	2
PRPF18	466	409	66	499
PRPF19	135	267	12	98
PRPF19-DT	0	0	0	1
PRPF3	580	890	52	394
PRPF31	90	100	11	71
PRPF31-AS1	11	17	0	29
PRPF38A	114	232	10	109
PRPF38B	300	433	35	322
PRPF39	840	1631	92	604
PRPF39-DT	0	2	0	0
PRPF4	148	352	14	82
PRPF40A	1399	1950	83	1118
PRPF40B	448	573	63	684
PRPF4B	1202	2012	111	1118
PRPF6	347	460	24	308
PRPF8	747	1420	42	553
PRPH	1	0	0	3
PRPH2	67	45	16	68
PRPS1	33	52	3	33
PRPS2	21	154	2	21
PRPSAP1	205	344	47	217
PRPSAP2	380	445	33	358
PRR11	30	44	10	44
PRR12	178	187	29	252
PRR14	31	49	4	35
PRR14L	879	1103	102	880
PRR15	7	2	0	0
PRR15-DT	71	70	10	35
PRR15L	2	3	0	0
PRR16	102	117	62	84
PRR19	4	5	3	3
PRR22	9	4	0	1
PRR23A	0	1	0	0
PRR27	5	2	0	4
PRR29	10	13	2	4
PRR29-AS1	4	3	0	2
PRR3	126	169	20	129
PRR34	0	2	0	2
PRR36	6	0	1	5
PRR5	26	32	16	31
PRR5-ARHGAP8	17	39	0	28
PRR5L	83	133	18	153
PRR7	0	4	0	10
PRR7-AS1	26	38	3	30
PRRC1	351	363	27	238
PRRC2A	450	585	26	377
PRRC2B	1641	3225	154	1370
PRRC2C	2251	4849	225	1805
PRRG2	17	27	0	7
PRRG3	170	149	6	87
PRRG4	15	27	1	10
PRRT1	6	7	0	2
PRRT3	5	19	4	13
PRRT3-AS1	38	64	5	33
PRRT4	1	1	0	9
PRRX1	42	85	32	87
PRRX2	27	59	2	42
PRRX2-AS1	3	6	0	3
PRSS12	14	23	6	28
PRSS16	0	6	0	0
PRSS2	0	0	0	3
PRSS22	0	2	0	0
PRSS23	231	522	32	505
PRSS23-AS1	120	139	23	89
PRSS27	2	6	0	3
PRSS3	38	46	13	43
PRSS30P	2	3	0	1
PRSS35	1	4	1	6
PRSS36	3	1	0	1
PRSS38	30	39	2	28
PRSS41	6	10	2	3
PRSS48	17	39	4	28
PRSS51	9	15	1	9
PRSS54	2	4	1	6
PRSS55	5	10	0	5
PRSS56	0	4	0	0
PRSS57	4	8	0	7
PRSS58	0	0	0	3
PRSS8	2	2	0	0
PRTFDC1	623	716	57	815
PRTG	458	394	78	493
PRTN3	3	6	0	3
PRUNE1	97	111	18	89
PRUNE2	187	211	67	187
PRX	24	49	2	24
PRXL2A	140	158	19	141
PRXL2B	24	58	2	11
PRXL2C	23	41	9	18
PRY2	0	0	0	2
PSAP	1025	2447	37	502
PSAT1	31	45	7	129
PSCA	5	1	1	8
PSD	16	45	19	60
PSD2	16	9	5	10
PSD2-AS1	0	2	0	0
PSD3	24378	36793	712	9563
PSD3-AS1	40	52	0	28
PSD4	139	200	12	199
PSEN1	878	1743	73	724
PSG1	5	12	0	7
PSG11	12	13	2	9
PSG11-AS1	714	669	29	247
PSG2	8	5	0	4
PSG3	8	9	0	3
PSG4	1	5	0	2
PSG5	6	8	1	6
PSG6	6	6	0	2
PSG7	11	13	1	7
PSG8	59	61	4	38
PSG8-AS1	63	67	1	28
PSG9	19	23	2	13
PSIP1	209	219	41	402
PSKH1	230	389	22	208
PSKH2	6	11	0	7
PSLNR	5	7	0	1
PSMA1	103	114	12	96
PSMA3	601	557	22	249
PSMA4	140	186	8	107
PSMA5	555	550	29	274
PSMA7	155	235	7	86
PSMA8	41	39	4	31
PSMB1	306	382	22	211
PSMB10	3	3	2	6
PSMB2	469	537	29	233
PSMB3	86	87	6	39
PSMB4	70	127	4	46
PSMB5	267	254	15	155
PSMB6	23	17	0	13
PSMB7	1426	1706	45	484
PSMB8	7	3	0	12
PSMB9	6	24	1	27
PSMC1	326	349	17	142
PSMC2	352	433	21	261
PSMC3	68	80	3	51
PSMC3IP	12	14	5	12
PSMC4	204	196	11	81
PSMC5	136	150	6	85
PSMC6	705	1021	39	418
PSMD1	2285	2758	101	1032
PSMD10	34	50	3	27
PSMD11	1105	1347	39	403
PSMD12	867	1070	25	455
PSMD13	398	379	18	159
PSMD14	1586	1798	68	748
PSMD14-DT	33	52	4	29
PSMD2	262	361	10	96
PSMD3	169	188	10	104
PSMD3-AS1	0	0	0	2
PSMD4	322	339	12	151
PSMD5	383	538	68	300
PSMD6	253	353	17	177
PSMD6-AS1	21	65	5	29
PSMD6-AS2	101	257	7	96
PSMD7	232	282	14	146
PSMD7-DT	460	1139	62	1098
PSMD8	113	137	9	56
PSME1	21	40	4	41
PSME2	101	145	4	102
PSME3	92	124	11	89
PSME3IP1	260	391	28	270
PSME4	1888	2381	105	1126
PSMF1	463	597	39	423
PSMG1	78	117	8	77
PSMG2	254	232	46	255
PSMG3	0	8	1	7
PSMG3-AS1	28	27	8	67
PSMG4	182	217	40	236
PSORS1C1	9	18	2	10
PSPC1	1844	2191	160	1562
PSPC1-AS2	4	2	0	1
PSPH	167	229	37	192
PSPN	0	3	2	2
PSRC1	9	9	0	15
PSTK	79	60	5	58
PSTPIP1	25	69	2	47
PSTPIP2	199	287	28	247
PTAFR	40	68	3	24
PTAR1	366	431	60	518
PTBP1	252	418	39	231
PTBP2	2604	3665	278	2035
PTBP3	1196	1940	97	645
PTCD1	6	7	2	4
PTCD2	165	109	11	144
PTCD3	879	1466	78	776
PTCH1	62	124	29	146
PTCH2	38	75	24	89
PTCHD1	46	50	33	89
PTCHD1-AS	30	29	3	28
PTCHD3	0	4	0	1
PTCHD4	33	48	32	60
PTCRA	5	4	0	7
PTCSC2	86	121	6	75
PTCSC3	46	97	2	44
PTDSS1	114	355	9	102
PTDSS2	185	430	17	103
PTEN	1476	1793	179	1409
PTENP1-AS	7	3	2	7
PTER	79	88	9	77
PTGDR	10	12	2	4
PTGER1	4	15	0	2
PTGER2	0	1	0	0
PTGER3	33	32	16	46
PTGER4	2	4	1	2
PTGES	3	11	0	3
PTGES2	35	34	2	55
PTGES2-AS1	0	3	0	0
PTGES3	1078	2373	66	685
PTGES3L-AARSD1	5	12	0	4
PTGFR	72	88	14	51
PTGFRN	430	392	15	473
PTGIR	15	30	2	18
PTGIS	33	68	7	50
PTGR1	146	135	22	194
PTGR2	4	11	2	15
PTGS1	4	11	1	14
PTGS2	4	0	0	0
PTH	4	6	0	2
PTH1R	41	29	10	43
PTH2R	61	156	6	100
PTHLH	1	3	2	0
PTK2	5052	9318	589	5277
PTK2B	144	203	27	147
PTK6	0	8	0	2
PTK7	123	196	40	201
PTMA	75	277	16	65
PTMS	9	15	3	8
PTN	45	76	19	92
PTOV1	336	442	25	310
PTOV1-AS1	69	110	5	105
PTOV1-AS2	24	37	2	42
PTP4A1	136	1051	7	197
PTP4A2	330	550	24	172
PTP4A3	18	53	10	56
PTPA	72	95	9	81
PTPDC1	240	259	16	211
PTPN1	687	1299	67	480
PTPN11	448	566	39	323
PTPN12	959	1244	175	884
PTPN13	318	387	57	386
PTPN14	2786	9639	141	1394
PTPN18	38	46	4	79
PTPN2	1127	1387	83	788
PTPN20	148	403	13	222
PTPN21	111	154	26	129
PTPN22	44	68	4	33
PTPN23	299	460	21	160
PTPN23-DT	20	19	1	19
PTPN3	75	113	11	115
PTPN4	1333	2406	117	1588
PTPN5	27	40	1	20
PTPN6	65	196	7	132
PTPN7	138	226	13	194
PTPN9	217	248	26	205
PTPRA	936	1121	139	882
PTPRB	204	349	110	311
PTPRB-AS1	23	38	3	8
PTPRC	101	176	33	122
PTPRC-AS1	5	6	0	7
PTPRD	4504	9087	417	1583
PTPRD-AS1	3	6	0	3
PTPRD-DT	0	1	0	0
PTPRE	1178	2390	101	672
PTPRE-AS1	3	11	0	3
PTPRF	187	306	39	206
PTPRG	1527	2242	368	1449
PTPRG-AS1	71	107	13	55
PTPRH	753	1032	29	348
PTPRJ	217	286	133	494
PTPRK	797	1898	223	1861
PTPRK-AS1	3	8	0	10
PTPRM	1179	1410	455	1401
PTPRN	54	113	18	24
PTPRN2	375	364	234	604
PTPRN2-AS1	3	0	0	0
PTPRO	107	152	36	131
PTPRQ	36	65	21	44
PTPRR	94	135	90	132
PTPRS	532	1046	156	804
PTPRS-AS1	1	3	0	0
PTPRT	279	420	40	271
PTPRT-DT	0	2	0	0
PTPRU	16	44	11	21
PTPRZ1	94	177	57	282
PTRH1	23	71	9	44
PTRH2	189	333	8	168
PTRHD1	13	12	1	9
PTS	1059	1982	100	977
PTTG1	18	12	1	12
PTTG1IP	522	1763	35	346
PTX3	5	7	0	4
PUDP	313	432	56	482
PUF60	44	73	1	54
PUM1	3020	6136	250	2512
PUM2	3551	6319	244	2593
PUM3	2315	2447	114	1280
PURA	125	211	16	209
PURB	257	373	17	149
PURG	50	62	24	59
PURPL	52	60	2	43
PUS1	113	155	8	72
PUS1-AS1	11	17	0	4
PUS10	111	180	23	179
PUS3	15	20	1	15
PUS7	333	413	42	272
PUS7L	126	176	14	187
PUSL1	5	17	0	13
PVALB	17	19	1	8
PVALEF	10	16	3	17
PVR	162	249	14	159
PVT1	6616	14186	334	4093
PWP1	253	382	27	228
PWP2	16	36	0	4
PWRN1	891	1767	66	1554
PWRN2	3	0	0	0
PWRN4	548	1231	47	794
PWWP2A	232	364	63	444
PWWP2B	172	687	16	153
PWWP3A	586	1197	64	652
PWWP3B	27	36	6	40
PXDC1	25	35	10	34
PXDN	87	107	51	166
PXDNL	216	307	42	303
PXK	286	278	34	288
PXMP2	1	1	0	2
PXMP4	46	32	1	55
PXN	568	1024	49	206
PXN-AS1	41	51	5	78
PXT1	26	35	3	16
PXYLP1	66	131	22	92
PYCARD	0	7	0	3
PYCARD-AS1	0	2	0	2
PYCR1	5	5	2	6
PYCR3	11	12	2	4
PYDC2-AS1	31	41	3	36
PYGB	77	115	18	113
PYGL	32	61	10	51
PYGM	12	8	4	5
PYGO1	52	99	20	100
PYGO2	21	27	2	44
PYGO2-AS1	0	0	0	5
PYHIN1	8	34	1	17
PYM1	154	136	11	158
PYROXD1	166	198	17	157
PYROXD2	44	89	8	99
PYY	35	37	4	14
PZP	25	42	1	27
QARS1	58	104	14	85
QDPR	93	85	26	130
QKI	2513	5371	296	2578
QKILA	8	11	0	2
QPCT	25	72	3	32
QPCTL	72	173	7	45
QPRT	277	321	19	240
QRFPR	20	87	5	38
QRICH1	854	2661	71	693
QRICH2	51	89	8	72
QRSL1	329	268	24	258
QSER1	600	888	106	818
QSOX1	119	117	14	57
QSOX2	181	432	26	180
QTMAN-AS1	7	17	1	7
QTRT1	185	272	14	134
QTRT2	302	645	21	231
R3HCC1	19	49	4	25
R3HCC1L	690	1030	53	573
R3HDM1	1872	1958	182	1578
R3HDM2	2097	4673	167	2067
R3HDM2-DT	0	6	0	4
R3HDM4	73	116	8	78
R3HDML	14	19	3	15
R3HDML-AS1	21	44	0	15
RAB10	2644	7651	191	1689
RAB11A	493	602	42	385
RAB11B	74	84	18	62
RAB11B-AS1	25	38	7	51
RAB11FIP1	57	72	11	57
RAB11FIP2	209	177	24	250
RAB11FIP3	466	990	88	511
RAB11FIP4	66	90	27	109
RAB11FIP5	43	55	2	29
RAB12	249	275	38	265
RAB13	3	3	0	0
RAB14	421	724	41	328
RAB15	44	44	7	41
RAB17	300	263	8	68
RAB17-DT	12	10	0	2
RAB18	1587	3371	91	776
RAB19	30	61	6	32
RAB1A	1693	3296	110	954
RAB1B	48	62	4	62
RAB20	1302	4746	94	416
RAB21	570	691	39	305
RAB22A	1107	2262	68	422
RAB23	105	151	16	90
RAB24	4	5	0	0
RAB25	0	7	0	3
RAB26	8	7	1	6
RAB27A	457	514	38	291
RAB27B	99	156	71	195
RAB27B-AS1	0	0	0	1
RAB28	1219	1667	91	933
RAB29	29	41	2	9
