	A26 (386C)	A30 (398B)	A32 (411C)	A33 (414C)	A34 (417C)	A38 (432C)	A39 (440C)	F66	F67	F72	F73	F78
AL158151.1	8.0	5.0	2.0	115.0	1.0	3.0	0.0	29.0	45.0	12.0	156.0	63.0
AL161785.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL161785.3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL161785.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
C9orf106	0.0	1.0	0.0	8.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0
AL353803.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01503	1.0	0.0	1.0	11.0	2.0	1.0	0.0	7.0	8.0	2.0	37.0	34.0
AL353803.2	3.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0
AL353803.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL353803.4	12.0	2.0	5.0	2.0	8.0	16.0	6.0	4.0	0.0	4.0	2.0	1.0
AL391056.1	2.0	0.0	0.0	21.0	1.0	1.0	0.0	1.0	1.0	0.0	6.0	1.0
NTMT1	743.0	413.0	876.0	1400.0	1114.0	1272.0	355.0	245.0	208.0	141.0	1341.0	303.0
C9orf50	1.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	10.0	0.0
ASB6	324.0	135.0	183.0	363.0	416.0	400.0	127.0	59.0	23.0	16.0	130.0	42.0
AL590369.1	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
PRRX2	1.0	1.0	1.0	13.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
PRRX2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTGES	44.0	10.0	4.0	41.0	8.0	21.0	8.0	7.0	2.0	1.0	6.0	4.0
TOR1B	735.0	240.0	510.0	410.0	645.0	888.0	380.0	85.0	36.0	65.0	509.0	86.0
TOR1A	467.0	293.0	435.0	543.0	568.0	842.0	204.0	114.0	78.0	36.0	513.0	85.0
C9orf78	1396.0	748.0	1299.0	3338.0	1422.0	2132.0	683.0	337.0	208.0	114.0	1081.0	247.0
USP20	197.0	83.0	117.0	119.0	217.0	218.0	52.0	36.0	10.0	16.0	103.0	27.0
FNBP1	642.0	494.0	771.0	1058.0	1048.0	1105.0	323.0	129.0	81.0	69.0	308.0	29.0
AL158207.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL136141.1	0.0	3.0	1.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR107	515.0	283.0	539.0	375.0	684.0	709.0	95.0	73.0	41.0	61.0	264.0	116.0
AL360004.1	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
NCS1	4.0	3.0	24.0	17.0	16.0	10.0	5.0	0.0	2.0	0.0	4.0	2.0
HMCN2	364.0	27.0	32.0	47.0	497.0	277.0	135.0	18.0	4.0	7.0	49.0	83.0
ASS1	13474.0	2323.0	1944.0	2707.0	5956.0	10657.0	3222.0	1189.0	575.0	996.0	6599.0	5958.0
FUBP3	436.0	268.0	467.0	882.0	786.0	620.0	115.0	171.0	80.0	76.0	346.0	156.0
PRDM12	6.0	1.0	5.0	4.0	7.0	9.0	2.0	1.0	0.0	0.0	4.0	0.0
EXOSC2	143.0	119.0	326.0	566.0	378.0	349.0	59.0	56.0	40.0	25.0	225.0	83.0
ABL1	409.0	303.0	584.0	762.0	749.0	670.0	117.0	191.0	41.0	75.0	313.0	89.0
QRFP	5.0	0.0	0.0	1.0	4.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
FIBCD1	492.0	37.0	158.0	122.0	88.0	179.0	50.0	3.0	2.0	0.0	7.0	4.0
AL161733.1	4.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
LAMC3	0.0	0.0	3.0	5.0	0.0	0.0	0.0	4.0	2.0	1.0	0.0	2.0
AIF1L	4.0	14.0	60.0	47.0	5.0	21.0	1.0	14.0	5.0	4.0	29.0	9.0
NUP214	654.0	224.0	759.0	676.0	798.0	764.0	136.0	102.0	24.0	30.0	308.0	124.0
AL157938.2	23.0	2.0	10.0	6.0	4.0	12.0	7.0	4.0	0.0	0.0	7.0	0.0
AL157938.3	3.0	54.0	6.0	737.0	8.0	5.0	0.0	65.0	17.0	0.0	2.0	0.0
FAM78A	5.0	3.0	2.0	16.0	7.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0
PLPP7	0.0	0.0	0.0	3.0	0.0	1.0	0.0	3.0	0.0	0.0	15.0	0.0
PRRC2B	879.0	365.0	1247.0	1208.0	1733.0	1245.0	255.0	230.0	53.0	135.0	568.0	408.0
AL358781.1	7.0	1.0	4.0	17.0	9.0	20.0	0.0	0.0	2.0	0.0	4.0	0.0
POMT1	400.0	188.0	277.0	219.0	495.0	572.0	102.0	65.0	38.0	34.0	280.0	79.0
AL358781.2	6.0	3.0	3.0	3.0	3.0	2.0	0.0	1.0	0.0	1.0	0.0	2.0
UCK1	386.0	229.0	240.0	347.0	379.0	689.0	87.0	100.0	34.0	32.0	247.0	107.0
PRRT1B	14.0	0.0	3.0	0.0	4.0	12.0	4.0	0.0	0.0	1.0	4.0	2.0
RAPGEF1	573.0	230.0	427.0	433.0	699.0	530.0	185.0	77.0	21.0	61.0	140.0	70.0
AL160271.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MED27	208.0	126.0	267.0	248.0	336.0	507.0	84.0	62.0	45.0	31.0	383.0	51.0
NTNG2	3.0	0.0	0.0	3.0	4.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0
SETX	1420.0	353.0	1409.0	1798.0	2261.0	1424.0	376.0	145.0	49.0	50.0	478.0	193.0
TTF1	471.0	256.0	339.0	643.0	255.0	423.0	136.0	90.0	76.0	47.0	333.0	101.0
CFAP77	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BARHL1	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
DDX31	119.0	65.0	153.0	388.0	333.0	231.0	125.0	22.0	21.0	14.0	129.0	46.0
GTF3C4	198.0	97.0	240.0	460.0	326.0	263.0	25.0	85.0	27.0	38.0	191.0	54.0
AK8	23.0	18.0	10.0	10.0	9.0	21.0	6.0	14.0	2.0	2.0	50.0	45.0
SPACA9	65.0	20.0	46.0	23.0	56.0	83.0	25.0	24.0	8.0	2.0	57.0	15.0
