	A32 (411C)	A33 (414C)	A34 (417C)	A38 (432C)	A39 (440C)	F66	F67	F72	F73	F78
HNRNPCL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPCL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245056.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPCL4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC243961.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF17	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PRAMEF20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRC38	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL354712.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDPN	16.0	1.0	1.0	1.0	0.0	20.0	2.0	18.0	12.0	0.0
AL359771.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRDM2	1033.0	6.0	840.0	143.0	223.0	332.0	75.0	1205.0	578.0	295.0
KAZN	420.0	1.0	283.0	64.0	160.0	318.0	53.0	1350.0	746.0	158.0
AL357873.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KAZN-AS1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TMEM51-AS1	71.0	0.0	46.0	8.0	29.0	77.0	19.0	341.0	119.0	152.0
TMEM51	920.0	13.0	976.0	127.0	424.0	881.0	178.0	5012.0	2464.0	461.0
C1orf195	1.0	0.0	0.0	1.0	6.0	1.0	0.0	0.0	1.0	0.0
FHAD1	36.0	0.0	8.0	1.0	49.0	19.0	0.0	49.0	18.0	11.0
AL031283.2	2.0	0.0	0.0	0.0	6.0	5.0	0.0	6.0	0.0	0.0
AL031283.3	2.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0
AL031283.1	23.0	1.0	9.0	1.0	12.0	2.0	0.0	19.0	4.0	2.0
EFHD2	4709.0	20.0	5771.0	462.0	1515.0	639.0	106.0	3381.0	2351.0	466.0
CTRC	27.0	0.0	8.0	1.0	7.0	8.0	1.0	15.0	3.0	3.0
CELA2A	2.0	0.0	1.0	0.0	0.0	3.0	0.0	8.0	0.0	0.0
CELA2B	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
CASP9	401.0	9.0	743.0	29.0	358.0	210.0	42.0	883.0	425.0	193.0
DNAJC16	693.0	4.0	472.0	64.0	71.0	345.0	68.0	661.0	400.0	305.0
AL121992.3	47.0	1.0	29.0	5.0	9.0	26.0	10.0	25.0	24.0	14.0
AGMAT	1887.0	5.0	1110.0	157.0	317.0	707.0	58.0	4131.0	1921.0	1153.0
AL121992.1	22.0	0.0	21.0	7.0	29.0	6.0	0.0	37.0	6.0	6.0
DDI2	980.0	4.0	746.0	81.0	225.0	681.0	250.0	3260.0	1486.0	535.0
RSC1A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL121992.2	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0
PLEKHM2	448.0	4.0	615.0	40.0	151.0	165.0	38.0	899.0	297.0	128.0
AL450998.3	11.0	0.0	4.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0
SLC25A34	547.0	4.0	378.0	98.0	379.0	35.0	0.0	64.0	15.0	24.0
SLC25A34-AS1	2.0	0.0	3.0	1.0	1.0	16.0	1.0	11.0	17.0	4.0
TMEM82	696.0	4.0	868.0	139.0	761.0	1032.0	86.0	1901.0	1317.0	649.0
FBLIM1	2847.0	16.0	6414.0	749.0	1799.0	1711.0	181.0	9443.0	1207.0	657.0
UQCRHL	207.0	1.0	3561.0	248.0	414.0	79.0	7.0	5310.0	6294.0	13.0
AL450998.2	627.0	2.0	266.0	46.0	270.0	239.0	27.0	1334.0	712.0	269.0
SPEN	2337.0	24.0	2281.0	342.0	746.0	559.0	126.0	2906.0	956.0	718.0
ZBTB17	324.0	2.0	480.0	57.0	144.0	220.0	35.0	594.0	305.0	125.0
SRARP	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0
AL355994.3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSPB7	8.0	0.0	0.0	0.0	0.0	6.0	3.0	8.0	2.0	1.0
CLCNKA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	1.0
CLCNKB	0.0	0.0	0.0	0.0	0.0	5.0	2.0	15.0	9.0	1.0
FAM131C	23.0	0.0	15.0	0.0	1.0	15.0	7.0	177.0	116.0	3.0
EPHA2	572.0	6.0	2906.0	74.0	1202.0	511.0	35.0	3097.0	206.0	179.0
AL451042.2	138.0	0.0	182.0	28.0	120.0	27.0	3.0	441.0	68.0	69.0
AL451042.1	61.0	1.0	56.0	7.0	50.0	39.0	0.0	91.0	7.0	26.0
ARHGEF19-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGEF19	214.0	0.0	94.0	10.0	30.0	185.0	33.0	234.0	278.0	85.0
CPLANE2	29.0	0.0	19.0	4.0	24.0	61.0	4.0	163.0	67.0	43.0
FBXO42	504.0	2.0	406.0	50.0	136.0	247.0	48.0	962.0	399.0	235.0
SZRD1	1743.0	8.0	1589.0	202.0	461.0	1349.0	219.0	3678.0	1602.0	658.0
SPATA21	4.0	0.0	5.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0
NECAP2	865.0	9.0	724.0	82.0	186.0	851.0	139.0	2058.0	1059.0	465.0
LINC01772	18.0	0.0	9.0	0.0	5.0	14.0	0.0	14.0	2.0	6.0
AL137802.2	43.0	0.0	33.0	4.0	37.0	184.0	24.0	221.0	54.0	32.0
AL137802.1	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
LINC01783	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	2.0	0.0
NBPF1	1103.0	2.0	816.0	184.0	457.0	455.0	107.0	2607.0	1198.0	644.0
AL137798.1	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AL137798.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AL021920.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL021920.3	2.0	0.0	0.0	0.0	3.0	0.0	0.0	15.0	1.0	2.0
CROCC	259.0	1.0	228.0	24.0	57.0	46.0	7.0	535.0	264.0	125.0
BX284668.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BX284668.2	2.0	0.0	2.0	0.0	2.0	1.0	0.0	0.0	3.0	0.0
BX284668.5	588.0	0.0	618.0	25.0	218.0	681.0	178.0	626.0	630.0	772.0
BX284668.6	253.0	1.0	171.0	23.0	254.0	107.0	7.0	424.0	159.0	335.0
MFAP2	65.0	0.0	20.0	1.0	25.0	2027.0	880.0	12414.0	8564.0	2265.0
AL049569.1	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ATP13A2	569.0	4.0	581.0	63.0	202.0	106.0	8.0	233.0	131.0	99.0
SDHB	6098.0	27.0	5270.0	823.0	1266.0	5366.0	856.0	12889.0	6309.0	2222.0
PADI2	192.0	3.0	362.0	1.0	54.0	261.0	54.0	1453.0	465.0	133.0
AL590644.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AL590644.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
PADI1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	2.0
PADI3	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
PADI4	3.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
PADI6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC004824.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RCC2	1349.0	2.0	740.0	45.0	98.0	546.0	114.0	1202.0	949.0	316.0
ARHGEF10L	1355.0	2.0	835.0	35.0	110.0	602.0	87.0	1676.0	1021.0	483.0
AL136529.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTL8	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0
AL357509.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGSF21	2.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	3.0	0.0
IGSF21-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL591896.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLHDC7A	9.0	0.0	15.0	3.0	1.0	56.0	5.0	20.0	44.0	31.0
PAX7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
TAS1R2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL080251.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH4A1	77.0	0.0	17.0	0.0	6.0	13.0	4.0	2.0	8.0	10.0
IFFO2	29.0	1.0	32.0	0.0	7.0	16.0	2.0	56.0	10.0	11.0
UBR4	1918.0	16.0	2943.0	412.0	722.0	530.0	112.0	3439.0	1076.0	560.0
AL035413.1	35.0	0.0	56.0	4.0	27.0	62.0	10.0	118.0	148.0	17.0
EMC1	546.0	4.0	518.0	49.0	142.0	451.0	85.0	1269.0	555.0	233.0
MRTO4	1343.0	5.0	715.0	51.0	138.0	1434.0	167.0	2335.0	1317.0	605.0
AKR7A3	9399.0	69.0	9773.0	2751.0	7484.0	97.0	16.0	756.0	355.0	131.0
AKR7A2	4901.0	11.0	4387.0	779.0	1508.0	1612.0	161.0	10995.0	6569.0	2851.0
PQLC2	388.0	5.0	537.0	101.0	193.0	526.0	108.0	2338.0	1071.0	289.0
CAPZB	6474.0	42.0	4613.0	736.0	1658.0	5930.0	871.0	11998.0	7155.0	2433.0
AL031727.2	7.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	2.0
MINOS1	17443.0	109.0	5138.0	388.0	1262.0	9329.0	1547.0	4598.0	3412.0	3986.0
NBL1	4233.0	50.0	4899.0	741.0	2351.0	137.0	29.0	956.0	354.0	237.0
MINOS1-NBL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR6	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TMCO4	451.0	3.0	318.0	97.0	481.0	136.0	33.0	292.0	228.0	95.0
RNF186	772.0	21.0	1807.0	165.0	1504.0	829.0	142.0	3881.0	2730.0	1278.0
AL391883.1	62.0	0.0	25.0	3.0	5.0	31.0	5.0	62.0	87.0	30.0
OTUD3	375.0	7.0	521.0	56.0	179.0	164.0	37.0	584.0	454.0	147.0
PLA2G2E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G2A	38313.0	6.0	974.0	7.0	2729.0	673.0	413.0	8522.0	8216.0	1016.0
PLA2G5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
PLA2G2D	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0
PLA2G2F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0
Z98257.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PLA2G2C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBXN10-AS1	4.0	0.0	5.0	0.0	3.0	5.0	2.0	10.0	10.0	2.0
UBXN10	28.0	0.0	20.0	0.0	0.0	8.0	5.0	48.0	18.0	21.0
LINC01757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Z98257.2	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VWA5B1	0.0	0.0	0.0	0.0	0.0	3.0	0.0	100.0	26.0	37.0
AL020998.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AL139254.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL139254.2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0
AL139254.3	18.0	0.0	11.0	0.0	6.0	112.0	9.0	74.0	58.0	22.0
CAMK2N1	5900.0	43.0	7819.0	824.0	1381.0	3185.0	644.0	10790.0	4371.0	937.0
MUL1	380.0	4.0	472.0	65.0	93.0	582.0	74.0	1182.0	673.0	237.0
FAM43B	2.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
CDA	139.0	4.0	810.0	58.0	561.0	62.0	21.0	472.0	32.0	229.0
PINK1	838.0	7.0	942.0	205.0	389.0	202.0	38.0	1138.0	1012.0	138.0
PINK1-AS	70.0	2.0	31.0	10.0	6.0	23.0	2.0	49.0	22.0	17.0
DDOST	4425.0	6.0	3108.0	552.0	848.0	5216.0	879.0	12229.0	7010.0	3422.0
KIF17	0.0	0.0	0.0	0.0	15.0	6.0	2.0	20.0	5.0	6.0
SH2D5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	2.0
AL663074.1	3.0	0.0	0.0	0.0	1.0	3.0	0.0	4.0	2.0	0.0
HP1BP3	6890.0	47.0	4814.0	650.0	1580.0	2981.0	718.0	8640.0	4015.0	1818.0
EIF4G3	1784.0	13.0	1523.0	203.0	359.0	473.0	138.0	1395.0	851.0	380.0
ECE1	776.0	6.0	1089.0	210.0	521.0	348.0	114.0	3175.0	774.0	280.0
AL031005.1	0.0	0.0	0.0	0.0	1.0	21.0	11.0	37.0	28.0	1.0
AL031728.1	1.0	0.0	0.0	0.0	4.0	2.0	0.0	3.0	1.0	1.0
AL592309.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NBPF3	29.0	1.0	10.0	19.0	3.0	26.0	6.0	221.0	105.0	51.0
ALPL	5.0	0.0	2.0	0.0	1.0	12.0	1.0	3.0	10.0	1.0
AL359815.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAP1GAP	405.0	1.0	341.0	39.0	107.0	425.0	49.0	1608.0	1015.0	209.0
USP48	1766.0	7.0	1203.0	145.0	372.0	1099.0	268.0	2705.0	1493.0	738.0
LDLRAD2	6.0	0.0	6.0	1.0	2.0	2.0	2.0	16.0	7.0	0.0
HSPG2	720.0	6.0	1544.0	75.0	316.0	543.0	158.0	1336.0	921.0	539.0
CELA3B	5.0	0.0	37.0	1.0	11.0	10.0	9.0	13.0	20.0	0.0
CELA3A	2.0	0.0	7.0	0.0	1.0	4.0	12.0	46.0	68.0	0.0
LINC01635	5.0	0.0	4.0	2.0	4.0	19.0	3.0	33.0	2.0	3.0
CDC42	10219.0	96.0	7896.0	1146.0	1365.0	8087.0	1175.0	10551.0	4787.0	2066.0
AL031281.2	6.0	0.0	7.0	0.0	1.0	7.0	1.0	15.0	6.0	2.0
WNT4	25.0	0.0	5.0	1.0	12.0	16.0	2.0	39.0	27.0	7.0
ZBTB40	373.0	3.0	353.0	92.0	131.0	99.0	20.0	551.0	247.0	154.0
EPHA8	3.0	0.0	41.0	0.0	2.0	6.0	2.0	14.0	12.0	2.0
C1QA	171.0	2.0	8.0	1.0	87.0	142.0	0.0	935.0	118.0	212.0
C1QC	169.0	1.0	14.0	1.0	45.0	56.0	1.0	651.0	117.0	286.0
C1QB	111.0	7.0	14.0	1.0	69.0	73.0	0.0	449.0	91.0	145.0
EPHB2	3291.0	4.0	1417.0	33.0	161.0	692.0	174.0	2258.0	2098.0	624.0
AL512444.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LACTBL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TEX46	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	1.0	0.0
KDM1A	1834.0	4.0	1105.0	92.0	220.0	626.0	181.0	3250.0	2334.0	498.0
AL031428.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0
LUZP1	2325.0	34.0	2146.0	555.0	1427.0	1071.0	240.0	2698.0	1012.0	621.0
HTR1D	132.0	0.0	281.0	12.0	51.0	8.0	0.0	59.0	8.0	5.0
LINC01355	200.0	0.0	142.0	16.0	10.0	130.0	45.0	77.0	89.0	91.0
AL109936.6	0.0	1.0	0.0	0.0	0.0	13.0	2.0	1.0	1.0	0.0
HNRNPR	6078.0	26.0	3471.0	387.0	562.0	4588.0	1135.0	10122.0	5879.0	2605.0
ZNF436	118.0	0.0	97.0	17.0	71.0	96.0	18.0	352.0	164.0	85.0
ZNF436-AS1	95.0	0.0	55.0	8.0	27.0	158.0	31.0	214.0	94.0	68.0
AL109936.2	47.0	0.0	11.0	1.0	3.0	2.0	1.0	7.0	5.0	3.0
TCEA3	4997.0	7.0	2561.0	246.0	791.0	594.0	80.0	1031.0	764.0	428.0
ASAP3	40.0	0.0	55.0	2.0	16.0	40.0	8.0	96.0	75.0	22.0
E2F2	215.0	2.0	130.0	17.0	16.0	58.0	2.0	63.0	23.0	30.0
AL021154.1	2.0	0.0	1.0	0.0	0.0	7.0	1.0	1.0	2.0	2.0
ID3	2044.0	33.0	4350.0	83.0	4483.0	3673.0	351.0	6209.0	11608.0	1695.0
MDS2	4.0	0.0	2.0	0.0	0.0	7.0	1.0	3.0	13.0	2.0
RPL11	131441.0	418.0	146882.0	15745.0	27786.0	183979.0	43577.0	483410.0	338590.0	86783.0
ELOA	532.0	3.0	645.0	96.0	159.0	581.0	99.0	1488.0	729.0	261.0
ELOA-AS1	179.0	0.0	109.0	15.0	38.0	248.0	66.0	364.0	447.0	245.0
PITHD1	1363.0	10.0	1146.0	140.0	347.0	1791.0	269.0	7383.0	3077.0	990.0
LYPLA2	1880.0	5.0	2110.0	296.0	479.0	2261.0	342.0	6260.0	3673.0	1225.0
GALE	1742.0	8.0	2668.0	474.0	740.0	4700.0	508.0	14077.0	4370.0	2574.0
HMGCL	1248.0	5.0	995.0	172.0	383.0	2721.0	414.0	4202.0	3293.0	1323.0
FUCA1	2375.0	8.0	2017.0	281.0	928.0	1854.0	199.0	3191.0	2170.0	1156.0
CNR2	1.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	3.0	1.0
AL590609.3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PNRC2	4422.0	24.0	2991.0	528.0	1054.0	3678.0	940.0	9231.0	5772.0	2133.0
SRSF10	6957.0	27.0	4065.0	538.0	865.0	4605.0	1068.0	12855.0	6960.0	3158.0
AL591178.1	1.0	0.0	2.0	0.0	0.0	17.0	0.0	3.0	1.0	0.0
MYOM3	387.0	0.0	216.0	31.0	79.0	299.0	83.0	2716.0	1019.0	566.0
AL591178.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0
IL22RA1	963.0	4.0	965.0	114.0	459.0	750.0	104.0	4238.0	1817.0	905.0
IFNLR1	345.0	5.0	513.0	74.0	175.0	131.0	23.0	632.0	204.0	109.0
AL590683.1	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
AL138902.1	1.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	2.0	2.0
GRHL3	5.0	0.0	25.0	2.0	10.0	4.0	0.0	23.0	12.0	5.0
STPG1	277.0	3.0	239.0	29.0	182.0	245.0	17.0	259.0	164.0	96.0
NIPAL3	791.0	3.0	335.0	84.0	247.0	217.0	47.0	728.0	322.0	178.0
RCAN3	381.0	0.0	293.0	18.0	56.0	271.0	45.0	719.0	440.0	191.0
AL445686.2	40.0	1.0	31.0	2.0	34.0	127.0	14.0	191.0	112.0	51.0
NCMAP	114.0	3.0	111.0	24.0	72.0	157.0	16.0	1284.0	326.0	88.0
SRRM1	10021.0	48.0	5997.0	823.0	1383.0	5337.0	1167.0	14471.0	6648.0	3064.0
AL445648.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLIC4	128.0	0.0	37.0	1.0	19.0	143.0	71.0	281.0	265.0	69.0
RUNX3	20.0	0.0	18.0	1.0	7.0	24.0	3.0	68.0	26.0	4.0
AL445471.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL445471.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AL050344.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL031432.1	3.0	0.0	1.0	0.0	0.0	10.0	0.0	1.0	0.0	0.0
SYF2	3774.0	37.0	2164.0	454.0	1685.0	4485.0	1138.0	9648.0	5548.0	1646.0
AL031432.5	19.0	0.0	6.0	1.0	15.0	8.0	3.0	48.0	25.0	16.0
RSRP1	3830.0	21.0	4779.0	752.0	1537.0	3108.0	710.0	7246.0	6340.0	2382.0
AL031432.3	18.0	0.0	18.0	1.0	17.0	38.0	1.0	29.0	6.0	8.0
RHD	0.0	0.0	0.0	0.0	5.0	1.0	2.0	2.0	0.0	0.0
TMEM50A	5244.0	25.0	5222.0	469.0	880.0	4654.0	729.0	9645.0	7268.0	2316.0
RHCE	37.0	0.0	8.0	2.0	62.0	3.0	1.0	72.0	15.0	14.0
MACO1	1492.0	6.0	1123.0	182.0	357.0	437.0	85.0	1507.0	906.0	348.0
LDLRAP1	465.0	1.0	406.0	55.0	93.0	403.0	28.0	749.0	355.0	169.0
AL606491.1	2.0	0.0	9.0	2.0	3.0	3.0	2.0	19.0	3.0	2.0
MAN1C1	8.0	0.0	3.0	0.0	3.0	327.0	17.0	107.0	203.0	97.0
AL031280.1	0.0	1.0	0.0	0.0	0.0	17.0	3.0	1.0	2.0	0.0
SELENON	443.0	1.0	366.0	29.0	77.0	466.0	107.0	957.0	652.0	306.0
AL020996.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL020996.1	66.0	0.0	42.0	10.0	14.0	35.0	6.0	41.0	36.0	26.0
MTFR1L	805.0	7.0	1178.0	242.0	370.0	829.0	137.0	1482.0	800.0	420.0
AL020996.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AUNIP	45.0	0.0	27.0	2.0	11.0	75.0	8.0	58.0	57.0	23.0
AL033528.2	48.0	0.0	34.0	17.0	72.0	10.0	0.0	84.0	17.0	31.0
PAQR7	145.0	12.0	222.0	87.0	512.0	627.0	80.0	351.0	315.0	119.0
STMN1	7149.0	21.0	3503.0	88.0	830.0	6301.0	2985.0	19301.0	16939.0	2928.0
PAFAH2	646.0	7.0	536.0	64.0	182.0	571.0	71.0	796.0	478.0	158.0
EXTL1	1.0	0.0	2.0	0.0	2.0	4.0	0.0	25.0	7.0	4.0
SLC30A2	30.0	0.0	70.0	0.0	18.0	406.0	127.0	2480.0	557.0	391.0
TRIM63	23.0	0.0	9.0	0.0	3.0	819.0	107.0	1063.0	789.0	265.0
PDIK1L	569.0	2.0	215.0	27.0	92.0	169.0	41.0	412.0	259.0	161.0
FAM110D	3.0	0.0	5.0	0.0	4.0	1.0	0.0	12.0	3.0	2.0
C1orf232	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0
AL391650.1	32.0	0.0	33.0	2.0	8.0	3.0	1.0	41.0	18.0	2.0
ZNF593	2583.0	18.0	3714.0	183.0	910.0	3448.0	471.0	10194.0	3889.0	939.0
CNKSR1	978.0	8.0	1310.0	174.0	671.0	845.0	144.0	4121.0	1493.0	1029.0
CATSPER4	0.0	0.0	0.0	2.0	1.0	3.0	1.0	4.0	1.0	1.0
CEP85	150.0	2.0	167.0	17.0	56.0	124.0	11.0	241.0	118.0	53.0
SH3BGRL3	11199.0	20.0	17273.0	1253.0	3404.0	9375.0	1239.0	15749.0	10984.0	3812.0
UBXN11	321.0	1.0	199.0	8.0	41.0	574.0	125.0	1714.0	1058.0	324.0
CD52	29.0	4.0	20.0	2.0	50.0	79.0	25.0	100.0	240.0	10.0
CRYBG2	84.0	1.0	1000.0	130.0	248.0	118.0	19.0	772.0	149.0	39.0
ZNF683	1.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	2.0	0.0
LIN28A	0.0	0.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
DHDDS	851.0	6.0	868.0	109.0	327.0	447.0	56.0	1527.0	648.0	267.0
AL513365.2	1.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	4.0
HMGN2	20228.0	35.0	8123.0	388.0	2720.0	17511.0	3904.0	42247.0	31363.0	8252.0
RPS6KA1	1476.0	8.0	3236.0	374.0	715.0	1004.0	189.0	4874.0	1610.0	454.0
AL512408.1	50.0	0.0	8.0	1.0	11.0	21.0	0.0	44.0	6.0	27.0
ARID1A	2041.0	7.0	1750.0	221.0	540.0	1536.0	273.0	4407.0	2143.0	898.0
PIGV	225.0	0.0	189.0	35.0	66.0	340.0	25.0	674.0	620.0	233.0
ZDHHC18	212.0	1.0	432.0	43.0	117.0	131.0	16.0	454.0	137.0	68.0
SFN	2993.0	42.0	20451.0	732.0	5406.0	1020.0	85.0	3460.0	1339.0	578.0
AL034380.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GPN2	706.0	3.0	579.0	100.0	315.0	697.0	153.0	1874.0	1168.0	375.0
GPATCH3	286.0	5.0	241.0	55.0	273.0	316.0	69.0	1008.0	633.0	176.0
NUDC	2902.0	54.0	3199.0	289.0	2576.0	4863.0	691.0	7905.0	5669.0	1399.0
NR0B2	220.0	36.0	2316.0	251.0	2746.0	6761.0	742.0	17819.0	17272.0	2024.0
KDF1	673.0	0.0	647.0	84.0	145.0	884.0	108.0	2335.0	1414.0	408.0
TRNP1	8.0	0.0	171.0	6.0	15.0	80.0	17.0	170.0	146.0	20.0
TENT5B	24.0	0.0	15.0	0.0	279.0	64.0	0.0	411.0	38.0	18.0
SLC9A1	754.0	7.0	1761.0	206.0	587.0	249.0	24.0	1325.0	262.0	135.0
AL590640.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
