gene	Fetal	Placenta	Adult	marker
DLGAP1	0.9735089722506409	0.013245513874679508	0.013245513874679508	
LIFR-AS1	0.49753694581280794	0.49753694581280794	0.004926108374384237	
LCN2	0.009708737864077669	0.009708737864077669	0.9805825242718447	
ARNTL	0.014225351068182141	0.014225351068182141	0.9715492978636356	
SDK1	0.9651501056144078	0.01742494719279609	0.01742494719279609	
RGS4	0.9805825242718447	0.009708737864077669	0.009708737864077669	
AIFM3	0.007373121549711717	0.374324832864195	0.6183020455860934	
NOTCH3	0.9782514392575732	0.010874280371213392	0.010874280371213392	
DENND2A	0.007122001575326875	0.2735558393166587	0.7193221591080143	
CACHD1	0.9743146428614544	0.012842678569272802	0.012842678569272802	
KCNJ2	0.01064324656582646	0.01064324656582646	0.978713506868347	
SNAI2	0.9805825242718447	0.009708737864077669	0.009708737864077669	
TSPAN5	0.9649930052442989	0.017503497377850546	0.017503497377850546	
ATP13A4	0.9651809904559321	0.017409504772033926	0.017409504772033926	
